,timestamp,symbol,open,high,low,close,volume,trade_count,SMA_20,SMA_50,SMA_100,Volatility,Bollinger_Upper,Bollinger_Lower,Momentum_5,sentiment_score,likes,weighted_sentiment,next_open
313,2024-10-02 14:00:00+00:00,AAPL,223.36,224.65,223.03,224.56,94472.0,,225.05875,225.3235,225.3235,0.7869035439626054,226.63255708792522,223.48494291207479,1.1200000000000045,0.0,0,0.0,224.59
324,2024-10-02 14:15:00+00:00,AAPL,224.59,225.32,224.51,225.32,26400.0,,225.06374999999997,225.32338709677418,225.32338709677418,0.7882288294098024,226.64020765881958,223.48729234118036,0.7599999999999909,0.0,0,0.0,225.39
335,2024-10-02 14:30:00+00:00,AAPL,225.39,226.17,225.33,225.91,42097.0,,225.09575,225.34171875,225.34171875,0.8086783584924007,226.7131067169848,223.4783932830152,0.5900000000000034,0.0,0,0.0,225.895
346,2024-10-02 14:45:00+00:00,AAPL,225.895,226.385,225.68,226.01,40736.0,,225.13074999999998,225.36196969696968,225.36196969696968,0.8320055213219938,226.79476104264396,223.466738957356,0.09999999999999432,0.0,0,0.0,226.09
357,2024-10-02 15:00:00+00:00,AAPL,226.09,226.35,225.945,226.23,38344.0,,225.21625,225.38750000000002,225.38750000000002,0.8524609595170713,226.92117191903415,223.51132808096585,0.21999999999999886,0.0,0,0.0,226.29
368,2024-10-02 15:15:00+00:00,AAPL,226.29,226.56,226.01,226.22,33102.0,,225.28825,225.41128571428573,225.41128571428573,0.8731355493279827,227.03452109865597,223.54197890134404,-0.009999999999990905,0.0,0,0.0,226.23
379,2024-10-02 15:30:00+00:00,AAPL,226.23,227.04,226.17,227.04,45649.0,,225.42975,225.45652777777778,225.45652777777778,0.9152287623810875,227.2602075247622,223.59929247523783,0.8199999999999932,0.0,0,0.0,227.035
390,2024-10-02 15:45:00+00:00,AAPL,227.035,227.035,226.585,226.81,26910.0,,225.57125000000002,225.49310810810812,225.49310810810812,0.8987698189703899,227.3687896379408,223.77371036205923,-0.22999999999998977,0.0,0,0.0,226.87
401,2024-10-02 16:00:00+00:00,AAPL,226.87,226.935,226.665,226.87,25816.0,,225.68825,225.52934210526314,225.52934210526314,0.9078687611624369,227.50398752232488,223.87251247767514,0.060000000000002274,0.0,0,0.0,226.83
412,2024-10-02 16:15:00+00:00,AAPL,226.83,226.99,226.665,226.95,26487.0,,225.77925,225.56576923076923,225.56576923076923,0.9380635306353778,227.65537706127074,223.90312293872924,0.07999999999998408,0.0,0,0.0,226.96
423,2024-10-02 16:30:00+00:00,AAPL,226.96,226.96,226.67,226.785,33099.0,,225.84650000000002,225.59625,225.59625,0.9593032627854434,227.7651065255709,223.92789347442914,-0.16499999999999204,0.0,0,0.0,226.805
434,2024-10-02 16:45:00+00:00,AAPL,226.805,227.02,226.64,226.64,20915.0,,225.90475,225.62170731707317,225.62170731707317,0.9702840756669824,227.84531815133397,223.96418184866604,-0.14500000000001023,0.0,0,0.0,226.695
445,2024-10-02 17:00:00+00:00,AAPL,226.695,227.025,226.695,226.89,12570.0,,225.97775000000001,225.65190476190475,225.65190476190475,0.9866046257185322,227.95095925143707,224.00454074856296,0.25,0.0,0,0.0,226.89
456,2024-10-02 17:15:00+00:00,AAPL,226.89,226.955,226.68,226.94,11632.0,,226.04375,225.68186046511627,225.68186046511627,1.0044549205918711,228.05265984118373,224.03484015881625,0.05000000000001137,0.0,0,0.0,226.98
467,2024-10-02 17:30:00+00:00,AAPL,226.98,227.005,226.38,226.68,14018.0,,226.08375,225.70454545454547,225.70454545454547,1.0130299538974497,228.1098099077949,224.05769009220512,-0.2599999999999909,0.0,0,0.0,226.765
478,2024-10-02 17:45:00+00:00,AAPL,226.765,227.14,226.74,227.14,14167.0,,226.13175,225.73644444444443,225.73644444444443,1.0388675023752998,228.2094850047506,224.05401499524942,0.45999999999997954,0.0,0,0.0,227.12
489,2024-10-02 18:00:00+00:00,AAPL,227.12,227.17,227.04,227.075,18257.0,,226.17624999999998,225.76554347826087,225.76554347826087,1.0590607572345119,228.294371514469,224.05812848553097,-0.06499999999999773,0.0,0,0.0,227.1
500,2024-10-02 18:15:00+00:00,AAPL,227.1,227.12,226.46,226.83,14225.0,,226.20749999999998,225.7881914893617,225.7881914893617,1.0686258699892839,228.34475173997856,224.0702482600214,-0.24499999999997613,0.0,0,0.0,226.765
511,2024-10-02 18:30:00+00:00,AAPL,226.765,226.905,226.73,226.86,5815.0,,226.35999999999999,225.81052083333336,225.81052083333336,0.9233593558342937,228.20671871166857,224.5132812883314,0.030000000000001137,0.0,0,0.0,226.82
522,2024-10-02 18:45:00+00:00,AAPL,226.82,226.96,226.79,226.88,8742.0,,226.532,225.83234693877552,225.83234693877552,0.6404752141889674,227.81295042837795,225.25104957162208,0.01999999999998181,0.0,0,0.0,226.875
533,2024-10-02 19:00:00+00:00,AAPL,226.875,227.11,226.875,227.105,16943.0,,226.65925,225.8578,225.8578,0.4647506724112222,227.58875134482244,225.72974865517753,0.22499999999999432,0.0,0,0.0,227.13
544,2024-10-02 19:15:00+00:00,AAPL,227.13,227.31,227.05,227.24,17442.0,,226.75525,225.8198,225.8849019607843,0.3660070866912938,227.48726417338258,226.0232358266174,0.13500000000001933,0.0,0,0.0,227.225
555,2024-10-02 19:30:00+00:00,AAPL,227.225,227.315,227.08,227.27,12622.0,,226.82325,225.83419999999998,225.91153846153844,0.32689935376968393,227.47704870753938,226.16945129246062,0.030000000000001137,0.0,0,0.0,227.26
566,2024-10-02 19:45:00+00:00,AAPL,227.26,227.35,226.69,226.77,74274.0,,226.86125,225.84779999999998,225.9277358490566,0.2692437324919649,227.39973746498393,226.3227625350161,-0.5,0.0,0,0.0,225.14
579,2024-10-03 13:30:00+00:00,AAPL,225.14,226.47,224.92,225.96,48724.0,,226.84775,225.8592,225.9283333333333,0.3049568617121356,227.45766372342428,226.2378362765757,,0.0,0,0.0,225.98
590,2024-10-03 13:45:00+00:00,AAPL,225.98,226.67,225.565,226.4,43886.0,,226.85675,225.8886,225.9369090909091,0.28851029011229934,227.4337705802246,226.2797294197754,0.4399999999999977,0.0,0,0.0,226.49
601,2024-10-03 14:00:00+00:00,AAPL,226.49,226.805,225.21,225.695,42473.0,,226.7895,225.89860000000002,225.9325892857143,0.3801575331356,227.5498150662712,226.0291849337288,-0.7050000000000125,0.0,0,0.0,225.745
612,2024-10-03 14:15:00+00:00,AAPL,225.745,225.8,224.77,224.89,48239.0,,226.6935,225.8908,225.91429824561402,0.5618609703416234,227.81722194068325,225.56977805931675,-0.8050000000000068,0.0,0,0.0,224.755
623,2024-10-03 14:30:00+00:00,AAPL,224.755,225.52,224.56,224.63,43762.0,,226.5815,225.88729999999998,225.8921551724138,0.7172780144348013,228.0160560288696,225.1469439711304,-0.2599999999999909,0.0,0,0.0,224.6
634,2024-10-03 14:45:00+00:00,AAPL,224.6,225.255,224.37,224.42,50711.0,,226.455,225.8665,225.86720338983054,0.8516454661365644,228.15829093227313,224.7517090677269,-0.21000000000000796,0.0,0,0.0,224.33
645,2024-10-03 15:00:00+00:00,AAPL,224.33,224.71,224.32,224.655,41225.0,,226.3485,225.84580000000003,225.847,0.9330127276729732,228.21452545534595,224.48247454465405,0.23500000000001364,0.0,0,0.0,224.71
656,2024-10-03 15:15:00+00:00,AAPL,224.71,225.01,224.53,224.72,21473.0,,226.2525,225.8358,225.82852459016394,0.9948109116816745,228.24212182336333,224.26287817663666,0.06499999999999773,0.0,0,0.0,224.86
